Transaction_ID,Customer_ID,Amount,Date,Status,Branch_ID,Branch_Name,City,Payment_Mode,Merchant_Name,Product_Category
5923df0450546ab7f6a2d1771737ccfa,5ad29473141fc0f6fef176757c834df5,688.97,2023-12-16,Successful,MAD562,Madhapur,Hyderabad,Net Banking,Merchant_59,Electronics
df6d418bbe4ce5909226c40c8012a88d,6820d46d8121b57656a0be6b154bab20,145.5,2023-04-24,Failed,MAD269,Madhapur,Hyderabad,Net Banking,Merchant_32,Health
6394665d496832a5eaf387efe6901c04,07121b8dfff2c2091746f9695cbac6c6,782.19,2023-12-10,Successful,MAD262,Madhapur,Hyderabad,Credit,Merchant_69,Clothing
d86da14075c0245ff790850ea756bb12,3fc4f2e5ca97e948635db50101c884ab,376.72,2023-07-23,Failed,MAD479,Madhapur,Hyderabad,Net Banking,Merchant_23,Groceries
a2957d6d2b45b8af780de61fe1552b43,a6bf1344d97f43b0efde87413e632791,91.69,2023-05-14,Successful,MAD710,Madhapur,Hyderabad,UPI,Merchant_31,Electronics
851cbc151261c96de64f11ee0257df92,acfe786e6e7748def87bf3c9fc8f43a4,783.89,2023-11-05,Failed,MAD633,Madhapur,Hyderabad,Credit,Merchant_16,Electronics
ca745929712f52a6a4442b86973d9300,95a18e90821acc46a7ba62f0417d1698,268.2,2023-12-17,Failed,MAD184,Madhapur,Hyderabad,Debit,Merchant_96,Groceries
d33fcbbf4823a3ab4f4d8ea0bdbc2aa6,f4b443a625dd60e59d9e875e43beeee5,595.79,2023-12-24,Successful,MAD191,Madhapur,Hyderabad,Debit,Merchant_45,Groceries
2b52089775eb6a2ed84fb90f91af4b6f,b1fb9d8fb94329633c92dc8add04e0c4,544.34,2023-09-24,Failed,MAD832,Madhapur,Hyderabad,Credit,Merchant_53,Health
c6608b2e2e6cc0a9b1a3eafd4e2c1ca1,265db42a082add323868c80ebd47b84f,151.9,2023-07-20,Successful,MAD264,Madhapur,Hyderabad,Credit,Merchant_68,Electronics
86c6c5c617789cf94bec03d4888613c9,1a4317aa128b4378cc301a90c4f5199f,232.98,2023-12-06,Failed,MAD856,Madhapur,Hyderabad,Debit,Merchant_21,Health
793d944f2c384367bc1442507a5faf06,128c8ba883aafe20a43bb2e3968bffdf,362.41,2023-01-05,Successful,MAD829,Madhapur,Hyderabad,Credit,Merchant_96,Clothing
e709b77dedc3c6e32352e7bb9cb29869,cb16f47db8887c6364a8055a18f8c3dc,666.26,2023-07-06,Successful,MAD148,Madhapur,Hyderabad,Credit,Merchant_99,Health
59399fafdafdeace6f6c69ccb0129c89,00efc2c5e89afec39126723e6c1160bd,862.65,2023-07-21,Failed,MAD209,Madhapur,Hyderabad,Net Banking,Merchant_72,Health
54357b80afd804434abf6d217a80ce06,82193fd7f1b26a74c534d25ab2e32783,600.87,2023-03-02,Failed,MAD768,Madhapur,Hyderabad,Debit,Merchant_20,Electronics
cd67a55f2d72d90318e68ae5fc96c18d,ca1a55f0ed54c4ee3826315bf454895a,567.78,2023-09-11,Failed,MAD563,Madhapur,Hyderabad,Credit,Merchant_79,Groceries
75747f22c7a030bb981846f5b777af70,6fa8c171194c9542a8ee320cf69f4959,555.88,2023-01-19,Successful,MAD185,Madhapur,Hyderabad,UPI,Merchant_17,Clothing
