Transaction_ID,Customer_ID,Amount,Date,Status,Branch_ID,Branch_Name,City,Payment_Mode,Merchant_Name,Product_Category
076ab7430d592edad99c39eadb6b3b3f,0f43b801bb8f34753e556151177b170a,829.7,2023-03-01,Failed,MYL827,Mylapore,Chennai,UPI,Merchant_61,Health
5ea34c702ffc8613a0f3898b6e69d2f9,47d394e42adcd65ea491ce3fa8c87de9,453.26,2023-07-20,Failed,MYL104,Mylapore,Chennai,Debit,Merchant_3,Health
354a84f6dc392bda648d2f0bf37295be,abd7e10179bca94b112ec252d2c486ae,96.77,2023-11-18,Failed,MYL572,Mylapore,Chennai,Net Banking,Merchant_64,Health
d588925eb68eca4af30fbe96f876a5b0,c6399347b40fdb5d8f6a41d109ca5358,389.14,2023-09-06,Failed,MYL461,Mylapore,Chennai,UPI,Merchant_94,Health
b701079a2704b10f5eb69d69d0179e38,b7613cbc4d81e09d1ff79c6eaa43efd5,961.44,2023-08-24,Failed,MYL796,Mylapore,Chennai,Debit,Merchant_1,Health
11e3c0cc1ddc2e82c58ebf3542f95769,951e2717c8a41b36066ba3cbbf7d0f77,12.6,2023-08-17,Successful,MYL309,Mylapore,Chennai,Debit,Merchant_76,Groceries
a652ebf74c5e50dad5eb56a46f713f5e,b1d072aa3303a0b3ff4fa517bc25379e,565.56,2023-01-18,Failed,MYL452,Mylapore,Chennai,Net Banking,Merchant_97,Electronics
51a81edd2cfbd2a653a8a57ad5b1e60e,6e00b2c36d6a96938b552148c9aca174,126.32,2023-09-09,Failed,MYL776,Mylapore,Chennai,Debit,Merchant_45,Clothing
ad190e3288b13ad49b6a5092c7e84d7c,ace2d170b5fb382499c352102b8112cc,829.76,2023-05-15,Successful,MYL821,Mylapore,Chennai,UPI,Merchant_12,Electronics
d81d515fb077139aad2e532df6dbebb0,aac9be5a50ecffe9306ac56fc178cc47,767.25,2023-06-28,Successful,MYL471,Mylapore,Chennai,Net Banking,Merchant_57,Groceries
fee90dbc30bd3f18bc5a4562583e651b,d15fc7704dd02e96e81c71ee23d0431a,197.89,2023-11-21,Failed,MYL570,Mylapore,Chennai,Debit,Merchant_44,Electronics
1b07fea9828bb2ecb33ce00570edee60,f2a606be0a11909faf28a9032bfe5a9d,498.56,2023-08-16,Failed,MYL711,Mylapore,Chennai,Net Banking,Merchant_97,Clothing
7dfe56ec91094673f22d874b31dde869,6f329ed6ded6b59e422826835ebfbf4d,720.77,2023-02-01,Failed,MYL337,Mylapore,Chennai,Net Banking,Merchant_43,Health
f49a361f4b1bb988b71dd4b8e2d7c848,70eb6601069fd8d5b08696d1a76ab033,916.58,2023-08-06,Failed,MYL280,Mylapore,Chennai,UPI,Merchant_86,Groceries
ce32ef3716d1a20b385b1249ea62ca2c,2beca3a940441d2d6ee5a3980d6079fd,807.02,2023-06-17,Failed,MYL610,Mylapore,Chennai,UPI,Merchant_77,Electronics
fdfada5130f459f8065c2abee71b2b03,07e2e86ce27e6378312aebcc13d8ec5f,177.99,2023-11-30,Failed,MYL884,Mylapore,Chennai,UPI,Merchant_6,Clothing
410bfba2546e6f58cef428daac5ff8fd,aa782e2d120d8265cce5de9ba7df51ef,374.07,2023-12-02,Successful,MYL456,Mylapore,Chennai,Debit,Merchant_22,Electronics
11b0aae287ca88fd3763b68a0c8c8f5e,d40f0b7bc0f4a6c03552d1e213fcc8d9,597.32,2023-06-06,Successful,MYL657,Mylapore,Chennai,UPI,Merchant_99,Health
e090ca58bec9648518a927eb1f3e14e5,28c587be15c239d555e181d986fae074,572.73,2023-03-03,Failed,MYL532,Mylapore,Chennai,UPI,Merchant_43,Health
22c538c6d26a9438f206fa62717d0e8d,2433fc42891cf9b33c98c406b5fb0ea6,82.99,2023-06-06,Successful,MYL881,Mylapore,Chennai,UPI,Merchant_17,Groceries
1c2c9c405e91f5eac1e33df61ccf442c,5cdc9184b356c6ce80981e2df96c3390,24.67,2023-06-06,Successful,MYL750,Mylapore,Chennai,UPI,Merchant_31,Electronics
166608fa67cbc091e278c0c93c5ca39f,719056c16055a898c8bc1d6fb072370d,456.22,2023-04-23,Failed,MYL987,Mylapore,Chennai,Net Banking,Merchant_91,Health
a00211a8996276e2401393c3506baced,306591cd7f71cd54828ada7aa3c16904,819.76,2023-08-07,Failed,MYL172,Mylapore,Chennai,Net Banking,Merchant_75,Electronics
43bc5b48c813e0de0dcbd99eeadf0709,342eb7b9062108f5d12cbfafdb239f5c,915.03,2023-06-28,Successful,MYL237,Mylapore,Chennai,Debit,Merchant_16,Groceries
5573201fbee5db983d70444a5b6eb4ec,c22714d895eecd55ee2141b0eb86aa4f,825.0,2023-12-09,Successful,MYL230,Mylapore,Chennai,Net Banking,Merchant_87,Groceries
c2aaa840ff6e3f4c31aaa1fdaf9bf666,aa3a4aacb26a2f7cb107b8b0d0e86573,557.99,2023-09-17,Failed,MYL570,Mylapore,Chennai,Net Banking,Merchant_96,Health
c65566e459fec63cbdf9e6d327c9ff03,8fdff74090bac61bac5646a65b0e083b,218.96,2023-04-23,Failed,MYL261,Mylapore,Chennai,UPI,Merchant_45,Health
49ad5a27f91b5e3e143ca93ea5839a84,8d628b015acbe2d41de74814fc763337,441.52,2023-01-12,Failed,MYL500,Mylapore,Chennai,Credit,Merchant_47,Health
7dddaaff14ea5e3eeff849149a9bef8d,cb7719793deaabdbbcb70c2510a71199,320.31,2023-04-21,Successful,MYL698,Mylapore,Chennai,Net Banking,Merchant_91,Clothing
7d4c7d460ea2b8ca40288b4eee00afe3,7bebe906796ed36f12316b946acb1098,906.12,2023-06-24,Failed,MYL228,Mylapore,Chennai,Debit,Merchant_91,Health
143e9b73b7cd12c0164eecef98163e5c,fcdef39a69db359488756d5c69688631,243.41,2023-10-29,Successful,MYL184,Mylapore,Chennai,UPI,Merchant_69,Health
291ae50140c5cf68a6ff9705cc594398,ea01f4f957f86273684493e76af8da5f,662.28,2023-03-01,Failed,MYL344,Mylapore,Chennai,Net Banking,Merchant_17,Health
ed3ba3cbab2d98181480b1a140aef2b5,c593362822e671b5175367a898d2b00c,190.0,2023-08-20,Failed,MYL891,Mylapore,Chennai,Net Banking,Merchant_39,Electronics
4888d80b7ab542cfabf061dac309398c,3d0dca0ac13c5b7f6f4489727fbe78f0,149.71,2023-11-11,Failed,MYL917,Mylapore,Chennai,Net Banking,Merchant_1,Health
9a79cb0d366a4f37173b8d2665d9e65a,41cd2ec2a8621bf03730fbfd336e68db,611.6,2023-06-21,Failed,MYL207,Mylapore,Chennai,Credit,Merchant_66,Clothing
2a2c5dcb6d27ff1d5f98bc8cdce23bb7,e9a9a97a1dade27b2e794f33aaab918f,381.49,2023-04-18,Failed,MYL936,Mylapore,Chennai,Net Banking,Merchant_2,Electronics
fd600994452a67b81d383ff5593b0873,7535797fa580eeed1fb884d1792327f6,577.24,2023-08-14,Failed,MYL346,Mylapore,Chennai,Credit,Merchant_82,Groceries
