Transaction_ID,Customer_ID,Amount,Date,Status,Branch_ID,Branch_Name,City,Payment_Mode,Merchant_Name,Product_Category
f5a07ec26bb1ad2c346aba9df96a4f6b,d5199ee93691a813ba3206150f8e3533,139.63,2023-03-30,Successful,HIT511,Hitech City,Hyderabad,Credit,Merchant_72,Health
4f6e082d6b0afe5376d795b5b1bfa59d,4d3c737084b9e18448ea604364e57039,905.95,2023-01-02,Successful,HIT769,Hitech City,Hyderabad,UPI,Merchant_35,Clothing
13f63d861bba5c74e6288696f64406ca,ca940e5d98d1646d189450727c91dd13,225.51,2023-12-26,Failed,HIT321,Hitech City,Hyderabad,Credit,Merchant_88,Electronics
7dae4f6c309bfa9294d84c87c0754918,62a1d5653f1b7e377eda51f7cd268749,46.4,2023-04-21,Failed,HIT160,Hitech City,Hyderabad,Net Banking,Merchant_18,Clothing
4ce37384cdc43360595c3af7f45da874,8e4525e148e737ddc97c23b7b3d30753,809.1,2023-03-05,Successful,HIT411,Hitech City,Hyderabad,Credit,Merchant_100,Clothing
3a656f97417d12a6db3365e7a6dbe9b9,90ed826842ef7f09cd960fbf8e1ee93c,398.27,2023-02-07,Successful,HIT475,Hitech City,Hyderabad,Credit,Merchant_7,Health
bbf2394a39225a70c54bfbdf1c30bedb,7250a9d8d4060506b07ba21f7a41f99b,280.57,2023-06-16,Failed,HIT347,Hitech City,Hyderabad,Credit,Merchant_78,Electronics
cd9f08eab6752c5c70c356b2b48a12dd,c5e3dcba8da627116cf04fe1d86d37a2,227.04,2023-03-13,Successful,HIT267,Hitech City,Hyderabad,Debit,Merchant_55,Health
55abbd7807988cca04d89fac528d1bc2,047d1b9eb5870a51b528857be4f0297b,748.07,2023-07-21,Failed,HIT966,Hitech City,Hyderabad,Debit,Merchant_25,Groceries
ef93a7aa1ba8a55997e351f48f1923df,a38e45d980fc879e02b4a60ccd8f6bb5,688.74,2023-10-14,Successful,HIT590,Hitech City,Hyderabad,Debit,Merchant_1,Clothing
f2d950797b8510a4c045db877d849e20,b5c44ed5c7b00ed8cf4d4f132167bcd6,702.51,2023-04-22,Failed,HIT632,Hitech City,Hyderabad,UPI,Merchant_94,Health
20dad818eb054d63d141d2d75337f8bd,e1550180e3d74975ad03f141709e3c4e,714.54,2023-08-02,Failed,HIT868,Hitech City,Hyderabad,Debit,Merchant_80,Clothing
2d0622218f8bb6706ccdfac2d45f2dc1,916499d62172adf86fd127e0304b49e4,491.44,2023-07-02,Successful,HIT330,Hitech City,Hyderabad,Credit,Merchant_95,Electronics
b821276372979b7fdc40fdf9ee6fdc18,8b5f59848bc4d1a120340b6446a088ad,554.15,2023-02-05,Failed,HIT800,Hitech City,Hyderabad,Debit,Merchant_81,Clothing
c38bfe37f07e21ef7d42bdeab95cb39d,849dacdf48dcddfe31eacdcaf4ccedf2,962.11,2023-11-29,Successful,HIT715,Hitech City,Hyderabad,Net Banking,Merchant_35,Clothing
25378d9fcd171f95e245a2236f64da6a,5df86f33f524361e7761a18bdfb361aa,63.32,2023-08-17,Failed,HIT393,Hitech City,Hyderabad,UPI,Merchant_90,Groceries
426179f07608af1057e754084a60316e,5d06c64c919d3e4e787728bfe0aef8e5,79.17,2023-05-31,Failed,HIT995,Hitech City,Hyderabad,Net Banking,Merchant_24,Electronics
001bd97fd2865d0ca5adcfad914aec1c,f7806849741e2df077656373dd655b80,85.86,2023-02-16,Failed,HIT913,Hitech City,Hyderabad,Debit,Merchant_64,Health
feac8d5042b479eeb57baeebb716eb9c,4e97ebb52dca955483c08c21fb0069e3,60.0,2023-04-13,Successful,HIT849,Hitech City,Hyderabad,Credit,Merchant_27,Electronics
e990382cc714b9c0169ea110aa715e33,e8f7eb7089201de40c73e16ad056f735,695.31,2023-12-29,Successful,HIT320,Hitech City,Hyderabad,Credit,Merchant_95,Groceries
edaf6335d09e65e6ce3a892ea90f5806,9050774af84ecdd4ebb964f9de42f135,851.26,2023-12-03,Successful,HIT648,Hitech City,Hyderabad,Debit,Merchant_50,Clothing
b1a8ced1a60f7483e6290e7b558bb51b,ba2aba11fefb400bcabf1a0f70f4cdba,201.99,2023-10-04,Failed,HIT767,Hitech City,Hyderabad,Net Banking,Merchant_95,Electronics
4c862baedd992c2fb5d2f768ae741091,742035b00fbc4a5bb041379c6b03ef40,703.38,2023-07-22,Failed,HIT500,Hitech City,Hyderabad,Net Banking,Merchant_62,Health
c2c351ed390239c39999d7b586079b00,235cab94cc9cd821ed46585765533a7f,187.42,2023-02-28,Failed,HIT350,Hitech City,Hyderabad,Debit,Merchant_69,Electronics
0548e0b6a983cab37fa7dd99dec0f965,862ade727b2c22dea8de1feaa09905b9,586.79,2023-06-09,Successful,HIT433,Hitech City,Hyderabad,Net Banking,Merchant_14,Groceries
068d87f727a7986f29a17d06aead47ad,ded70b18d2440102c335f06e96eb17e4,94.2,2023-07-29,Successful,HIT382,Hitech City,Hyderabad,Credit,Merchant_32,Electronics
