Transaction_ID,Customer_ID,Amount,Date,Status,Branch_ID,Branch_Name,City,Payment_Mode,Merchant_Name,Product_Category
68ab7e8f758f5f05b6d206016e6fbd53,76bd228bf3a45a9ef8e48b974ae32b11,428.35,2023-12-28,Failed,KOR661,Koramangala,Bangalore,Debit,Merchant_73,Groceries
37a17df1f5d5633d21a788f6341ab00e,4038a92f71a02de542cc2d3b4a62a393,28.48,2023-03-16,Successful,KOR832,Koramangala,Bangalore,Credit,Merchant_68,Clothing
6ba7c48d04e4a25e97681c9bc6da69ed,a120d911fa86c58e2c4aff510f77dbd8,273.87,2023-10-09,Failed,KOR959,Koramangala,Bangalore,Credit,Merchant_65,Electronics
8b93b51b8239609a19e12e9d68958237,9dbc3fc4c54c25caa7bf8171d6ee9b1e,184.79,2023-05-25,Successful,KOR607,Koramangala,Bangalore,Debit,Merchant_64,Electronics
9b5aae4802cf69fd8577b86d0f3f9204,fddc7d640a4db8ddf8279608295322f5,975.81,2023-06-02,Failed,KOR763,Koramangala,Bangalore,Net Banking,Merchant_93,Clothing
a4e46b4b69294f19c64e9d936e9a8a8d,dd93919c862252396d1c79ddbd214c77,82.74,2023-12-30,Successful,KOR494,Koramangala,Bangalore,Debit,Merchant_58,Health
519981c3034cfb26a2093ca5b192955c,fcc4cee5c31fa516ba54ec7424cd6613,39.4,2023-06-01,Successful,KOR996,Koramangala,Bangalore,Debit,Merchant_47,Electronics
bd0c8f16bd0e464f960b7bd5c0052e4b,5fee0769a64acb979931ac4062d1ace9,155.5,2023-01-16,Successful,KOR669,Koramangala,Bangalore,Credit,Merchant_80,Clothing
edabbd8d1305ad050788a0cdaeee8299,fb49f4034765f0e338565743bf0583ab,674.68,2023-10-29,Successful,KOR801,Koramangala,Bangalore,Net Banking,Merchant_34,Clothing
bbb6903582eb83133f2a847540211a80,a50da96697c40a26c8381ded5663534b,722.21,2023-05-13,Successful,KOR719,Koramangala,Bangalore,Credit,Merchant_19,Health
